Invoice_No,Invoice_Date,Supplier_GSTIN,Supplier_Name,Supplier_State,Invoice_Type,PO_Number,Item_Name,HSN_SAC,UOM,Quantity,Unit_Price,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Total_Amount,Payment_Mode,Branch_City,Match_Status,Reason,ITC_Eligible
MS/2503/02783,2025-03-14,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2503/2219,Face Shield,3926,piece,11,221,2431.0,18,218.79,218.79,0.0,2868.58,Card,Bangalore,Matched,,Yes
MS/2512/02784,2025-12-29,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/2724,Antacid Suspension,3004,bottle,18,103,1854.0,12,0.0,0.0,222.48,2076.48,Credit,Hubli,Matched,,Yes
MS/2512/02785,2025-12-15,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/6225,Antacid Suspension,3004,bottle,32,81,2592.0,12,0.0,0.0,311.04,2903.04,Card,Belagavi,Matched,,Yes
MS/2503/02786,2025-03-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2503/7015,Multivitamin Capsules,2106,bottle,5,174,870.0,18,78.3,78.3,0.0,1026.6,Card,Bangalore,Matched,,Yes
MS/2512/02787,2025-12-30,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/2038,Paracetamol 500mg,3004,box,47,92,4324.0,12,259.44,259.44,0.0,4842.88,Card,Mysuru,Matched,,Yes
MS/2512/02788,2025-12-27,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2512/8526,Cotton Roll,3005,pack,18,36,648.0,5,0.0,0.0,32.4,680.4,NEFT,Mysuru,Matched,,Yes
MS/2503/02789,2025-03-11,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2503/3669,Face Shield,3926,piece,6,218,1308.0,18,0.0,0.0,235.44,1543.44,Credit,Belagavi,Matched,,Yes
MS/2506/02790,2025-06-17,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2506/8954,Paracetamol 500mg,3004,box,4,102,408.0,12,0.0,0.0,48.96,456.96,Credit,Tumakuru,Matched,,Yes
MS/2509/02791,2025-09-22,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2509/8415,Blood Pressure Monitor,9018,piece,45,1736,78120.0,12,0.0,0.0,9374.4,87494.4,NEFT,Bangalore,Matched,,Yes
MS/2503/02792,2025-03-11,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/7113,Amoxicillin 500mg,3004,box,25,397,9925.0,12,0.0,0.0,1191.0,11116.0,UPI,Mangaluru,Matched,,Yes
MS/2502/02793,2025-02-03,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2502/1966,Antacid Suspension,3004,bottle,36,234,8424.0,12,505.44,505.44,0.0,9434.88,UPI,Bangalore,Matched,,Yes
MS/2510/02794,2025-10-22,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2510/8599,Paracetamol 500mg,3004,box,40,125,5000.0,12,0.0,0.0,600.0,5600.0,UPI,Tumakuru,Matched,,Yes
MS/2502/02795,2025-02-14,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2502/1714,Blood Pressure Monitor,9018,piece,28,1365,38220.0,12,0.0,0.0,4586.4,42806.4,Cash,Mysuru,Matched,,Yes
MS/2508/02796,2025-08-14,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2508/1718,Multivitamin Capsules,2106,bottle,5,212,1060.0,18,95.4,95.4,0.0,1250.8,UPI,Mangaluru,Matched,,Yes
MS/2502/02797,2025-02-06,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/1075,Multivitamin Capsules,2106,bottle,11,117,1287.0,18,0.0,0.0,231.66,1518.66,Card,Hubli,Matched,,Yes
MS/2512/02798,2025-12-25,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/6361,Pulse Oximeter,9018,piece,37,1539,56943.0,12,0.0,0.0,6833.16,63776.16,Cash,Mysuru,Matched,,Yes
MS/2511/02799,2025-11-27,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/7769,Multivitamin Capsules,2106,bottle,17,349,5933.0,18,0.0,0.0,1067.94,7000.94,Credit,Belagavi,Matched,,Yes
MS/2510/02800,2025-10-21,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/5212,Cotton Roll,3005,pack,23,46,1058.0,5,26.45,26.45,0.0,1110.9,Cash,Mangaluru,Matched,,Yes
MS/2503/02801,2025-03-01,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/3314,Amoxicillin 500mg,3004,box,40,383,15320.0,12,0.0,0.0,1838.4,17158.4,Card,Mysuru,Matched,,Yes
MS/2506/02802,2025-06-09,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2506/1581,Amoxicillin 500mg,3004,box,14,156,2184.0,12,0.0,0.0,262.08,2446.08,Cash,Hubli,Matched,,Yes
MS/2501/02803,2025-01-24,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/7607,Antacid Suspension,3004,bottle,50,213,10650.0,12,0.0,0.0,1278.0,11928.0,NEFT,Tumakuru,Matched,,Yes
MS/2504/02804,2025-04-04,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2504/6897,Gauze Bandage,3005,pack,19,62,1178.0,5,0.0,0.0,58.9,1236.9,Card,Hubli,Matched,,Yes
MS/2509/02805,2025-09-26,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2509/9682,Insulin Pen Needle,9018,box,10,415,4150.0,12,249.0,249.0,0.0,4648.0,UPI,Mangaluru,Matched,,Yes
MS/2505/02806,2025-05-20,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2505/8033,Cotton Roll,3005,pack,3,125,375.0,5,0.0,0.0,18.75,393.75,Card,Mysuru,Matched,,Yes
MS/2510/02807,2025-10-29,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2510/5908,Surgical Mask Pack,6307,pack,46,104,4784.0,5,0.0,0.0,239.2,5023.2,Credit,Belagavi,Matched,,Yes
MS/2504/02808,2025-04-10,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/4733,Glucose Strips,3822,box,12,575,6900.0,12,0.0,0.0,828.0,7728.0,Card,Tumakuru,Matched,,Yes
MS/2506/02809,2025-06-02,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/6420,ORS Sachet,3004,pack,35,26,910.0,5,0.0,0.0,45.5,955.5,Cash,Bangalore,Matched,,Yes
MS/2508/02810,2025-08-17,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/6899,Hand Sanitizer 500ml,3808,bottle,2,190,380.0,18,34.2,34.2,0.0,448.4,Card,Belagavi,Matched,,Yes
MS/2506/02811,2025-06-21,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/3612,Amoxicillin 500mg,3004,box,24,323,7752.0,12,0.0,0.0,930.24,8682.24,NEFT,Belagavi,Matched,,Yes
MS/2504/02812,2025-04-04,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2504/6460,Disposable Gloves,4015,box,3,396,1188.0,12,71.28,71.28,0.0,1330.56,Cash,Bangalore,Matched,,Yes
MS/2501/02813,2025-01-22,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/2666,Glucose Strips,3822,box,47,278,13066.0,12,783.96,783.96,0.0,14633.92,NEFT,Bangalore,Matched,,Yes
MS/2502/02814,2025-02-12,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/7355,Gauze Bandage,3005,pack,50,99,4950.0,5,0.0,0.0,247.5,5197.5,UPI,Belagavi,Matched,,Yes
MS/2512/02815,2025-12-18,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2512/8293,ORS Sachet,3004,pack,22,57,1254.0,5,31.35,31.35,0.0,1316.7,Card,Bangalore,Matched,,Yes
MS/2512/02816,2025-12-18,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/7653,Blood Pressure Monitor,9018,piece,41,1248,51168.0,12,0.0,0.0,6140.16,57308.16,Credit,Hubli,Matched,,Yes
MS/2504/02817,2025-04-30,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/3902,Hand Sanitizer 500ml,3808,bottle,3,264,792.0,18,0.0,0.0,142.56,934.56,UPI,Bangalore,Matched,,Yes
MS/2512/02818,2025-12-08,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/6854,Blood Pressure Monitor,9018,piece,29,1842,53418.0,12,0.0,0.0,6410.16,59828.16,UPI,Bangalore,Matched,,Yes
MS/2503/02819,2025-03-22,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/2818,Ibuprofen 400mg,3004,box,6,171,1026.0,12,0.0,0.0,123.12,1149.12,Cash,Mysuru,Matched,,Yes
MS/2504/02820,2025-04-04,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/6567,Multivitamin Capsules,2106,bottle,9,335,3015.0,18,0.0,0.0,542.7,3557.7,UPI,Mangaluru,Matched,,Yes
MS/2505/02821,2025-05-25,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2505/8257,Face Shield,3926,piece,4,285,1140.0,18,102.6,102.6,0.0,1345.2,NEFT,Mysuru,Matched,,Yes
MS/2508/02822,2025-08-26,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2508/6999,Calcium Tablets,3004,box,4,165,660.0,12,39.6,39.6,0.0,739.2,UPI,Mysuru,Matched,,Yes
MS/2512/02823,2025-12-08,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/5716,Ibuprofen 400mg,3004,box,1,190,190.0,12,0.0,0.0,22.8,212.8,Credit,Mysuru,Matched,,Yes
MS/2506/02824,2025-06-05,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2506/2941,Thermometer,9025,piece,45,639,28755.0,12,1725.3,1725.3,0.0,32205.6,UPI,Hubli,Matched,,Yes
MS/2506/02825,2025-06-28,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/1747,Ibuprofen 400mg,3004,box,14,199,2786.0,12,0.0,0.0,334.32,3120.32,Credit,Belagavi,Matched,,Yes
MS/2512/02826,2025-12-24,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/5913,Amoxicillin 500mg,3004,box,5,397,1985.0,12,0.0,0.0,238.2,2223.2,Credit,Bangalore,Matched,,Yes
MS/2504/02827,2025-04-24,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/9936,Disposable Gloves,4015,box,40,209,8360.0,12,0.0,0.0,1003.2,9363.2,Cash,Hubli,Matched,,Yes
MS/2505/02828,2025-05-05,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2505/1748,Multivitamin Capsules,2106,bottle,11,185,2035.0,18,0.0,0.0,366.3,2401.3,Cash,Mangaluru,Matched,,Yes
MS/2502/02829,2025-02-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2502/1213,Ibuprofen 400mg,3004,box,27,214,5778.0,12,346.68,346.68,0.0,6471.36,UPI,Mangaluru,Matched,,Yes
MS/2510/02830,2025-10-20,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/9957,Calcium Tablets,3004,box,4,93,372.0,12,0.0,0.0,44.64,416.64,Card,Tumakuru,Matched,,Yes
MS/2508/02831,2025-08-13,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/4958,Hand Sanitizer 500ml,3808,bottle,2,289,578.0,18,52.02,52.02,0.0,682.04,Card,Belagavi,Matched,,Yes
MS/2505/02832,2025-05-17,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2505/5734,Thermometer,9025,piece,43,279,11997.0,12,0.0,0.0,1439.64,13436.64,Cash,Belagavi,Matched,,Yes
MS/2512/02833,2025-12-24,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2512/7432,Surgical Mask Pack,6307,pack,2,40,80.0,5,0.0,0.0,4.0,84.0,Card,Mangaluru,Matched,,Yes
MS/2507/02834,2025-07-13,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/4571,Insulin Pen Needle,9018,box,21,204,4284.0,12,0.0,0.0,514.08,4798.08,NEFT,Tumakuru,Matched,,Yes
MS/2506/02835,2025-06-28,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2506/7217,Amoxicillin 500mg,3004,box,32,228,7296.0,12,437.76,437.76,0.0,8171.52,Cash,Hubli,Matched,,Yes
MS/2503/02836,2025-03-08,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/8526,Blood Pressure Monitor,9018,piece,19,1416,26904.0,12,0.0,0.0,3228.48,30132.48,Credit,Hubli,Matched,,Yes
MS/2504/02837,2025-04-05,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2504/3448,Ibuprofen 400mg,3004,box,41,137,5617.0,12,337.02,337.02,0.0,6291.04,NEFT,Mysuru,Matched,,Yes
MS/2506/02838,2025-06-07,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/1523,Vitamin C Tablets,2106,bottle,3,63,189.0,18,0.0,0.0,34.02,223.02,Credit,Bangalore,Matched,,Yes
MS/2511/02839,2025-11-26,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2511/1092,Ibuprofen 400mg,3004,box,23,152,3496.0,12,0.0,0.0,419.52,3915.52,Credit,Belagavi,Matched,,Yes
MS/2507/02840,2025-07-31,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/3481,Hand Sanitizer 500ml,3808,bottle,8,93,744.0,18,0.0,0.0,133.92,877.92,UPI,Bangalore,Matched,,Yes
MS/2507/02841,2025-07-16,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/3229,Gauze Bandage,3005,pack,15,136,2040.0,5,0.0,0.0,102.0,2142.0,Credit,Bangalore,Matched,,Yes
MS/2505/02842,2025-05-25,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2505/9897,Gauze Bandage,3005,pack,22,131,2882.0,5,0.0,0.0,144.1,3026.1,Card,Hubli,Matched,,Yes
MS/2510/02843,2025-10-17,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/6106,Amoxicillin 500mg,3004,box,11,336,3696.0,12,0.0,0.0,443.52,4139.52,NEFT,Mangaluru,Matched,,Yes
MS/2501/02844,2025-01-24,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2501/1138,Surgical Mask Pack,6307,pack,27,85,2295.0,5,57.38,57.38,0.0,2409.75,NEFT,Mangaluru,Matched,,Yes
MS/2507/02845,2025-07-09,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/5191,Pulse Oximeter,9018,piece,12,1059,12708.0,12,0.0,0.0,1524.96,14232.96,Card,Mangaluru,Matched,,Yes
MS/2501/02846,2025-01-13,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2501/2876,ORS Sachet,3004,pack,1,76,76.0,5,1.9,1.9,0.0,79.8,UPI,Hubli,Matched,,Yes
MS/2503/02847,2025-03-24,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2503/4097,Calcium Tablets,3004,box,1,121,121.0,12,7.26,7.26,0.0,135.52,Card,Tumakuru,Matched,,Yes
MS/2503/02848,2025-03-28,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/3800,Disposable Gloves,4015,box,47,458,21526.0,12,0.0,0.0,2583.12,24109.12,UPI,Hubli,Matched,,Yes
MS/2509/02849,2025-09-26,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2509/1070,Pulse Oximeter,9018,piece,37,1901,70337.0,12,0.0,0.0,8440.44,78777.44,Cash,Belagavi,Matched,,Yes
MS/2502/02850,2025-02-18,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/8152,Vitamin C Tablets,2106,bottle,4,188,752.0,18,0.0,0.0,135.36,887.36,NEFT,Belagavi,Matched,,Yes
MS/2507/02851,2025-07-10,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/6127,Calcium Tablets,3004,box,36,95,3420.0,12,0.0,0.0,410.4,3830.4,Credit,Tumakuru,Matched,,Yes
MS/2508/02852,2025-08-26,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/7254,Blood Pressure Monitor,9018,piece,46,1392,64032.0,12,3841.92,3841.92,0.0,71715.84,Credit,Belagavi,Matched,,Yes
MS/2501/02853,2025-01-23,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2501/9765,Insulin Pen Needle,9018,box,16,445,7120.0,12,427.2,427.2,0.0,7974.4,Credit,Mysuru,Matched,,Yes
MS/2502/02854,2025-02-04,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/9331,Cough Syrup,3004,bottle,39,124,4836.0,12,0.0,0.0,580.32,5416.32,Credit,Mangaluru,Matched,,Yes
MS/2503/02855,2025-03-30,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/6095,Hand Sanitizer 500ml,3808,bottle,11,315,3465.0,18,0.0,0.0,623.7,4088.7,UPI,Tumakuru,Matched,,Yes
MS/2502/02856,2025-02-19,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/8811,ORS Sachet,3004,pack,11,112,1232.0,5,0.0,0.0,61.6,1293.6,NEFT,Bangalore,Matched,,Yes
MS/2501/02857,2025-01-28,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/5825,Calcium Tablets,3004,box,14,232,3248.0,12,0.0,0.0,389.76,3637.76,Credit,Mysuru,Matched,,Yes
MS/2511/02858,2025-11-17,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2511/1969,ORS Sachet,3004,pack,43,39,1677.0,5,41.93,41.93,0.0,1760.85,Cash,Bangalore,Matched,,Yes
MS/2505/02859,2025-05-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/4463,Face Shield,3926,piece,9,257,2313.0,18,0.0,0.0,416.34,2729.34,NEFT,Tumakuru,Matched,,Yes
MS/2509/02860,2025-09-26,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2509/4215,Amoxicillin 500mg,3004,box,27,304,8208.0,12,0.0,0.0,984.96,9192.96,UPI,Tumakuru,Matched,,Yes
MS/2503/02861,2025-03-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2503/4405,ORS Sachet,3004,pack,3,101,303.0,5,7.58,7.58,0.0,318.15,UPI,Hubli,Matched,,Yes
MS/2512/02862,2025-12-23,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/8191,Surgical Mask Pack,6307,pack,9,73,657.0,5,0.0,0.0,32.85,689.85,Card,Hubli,Matched,,Yes
MS/2503/02863,2025-03-07,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/1678,Surgical Mask Pack,6307,pack,24,89,2136.0,5,0.0,0.0,106.8,2242.8,NEFT,Belagavi,Matched,,Yes
MS/2502/02864,2025-02-17,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/5152,Insulin Pen Needle,9018,box,4,408,1632.0,12,0.0,0.0,195.84,1827.84,Card,Mysuru,Matched,,Yes
MS/2501/02865,2025-01-02,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2501/4781,Antacid Suspension,3004,bottle,46,222,10212.0,12,612.72,612.72,0.0,11437.44,Card,Mangaluru,Matched,,Yes
MS/2508/02866,2025-08-24,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/9802,Cough Syrup,3004,bottle,38,109,4142.0,12,0.0,0.0,497.04,4639.04,NEFT,Mysuru,Matched,,Yes
MS/2502/02867,2025-02-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2502/7811,Blood Pressure Monitor,9018,piece,39,1383,53937.0,12,3236.22,3236.22,0.0,60409.44,UPI,Mangaluru,Matched,,Yes
MS/2506/02868,2025-06-02,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/9698,Disposable Gloves,4015,box,3,201,603.0,12,0.0,0.0,72.36,675.36,NEFT,Bangalore,Matched,,Yes
MS/2501/02869,2025-01-15,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2501/5520,Surgical Mask Pack,6307,pack,48,178,8544.0,5,0.0,0.0,427.2,8971.2,UPI,Belagavi,Matched,,Yes
MS/2507/02870,2025-07-18,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/2329,Blood Pressure Monitor,9018,piece,10,2362,23620.0,12,0.0,0.0,2834.4,26454.4,NEFT,Bangalore,Matched,,Yes
MS/2508/02871,2025-08-03,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/7011,Paracetamol 500mg,3004,box,33,94,3102.0,12,186.12,186.12,0.0,3474.24,Card,Belagavi,Matched,,Yes
MS/2507/02872,2025-07-08,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/1664,Cough Syrup,3004,bottle,30,277,8310.0,12,0.0,0.0,997.2,9307.2,Card,Mysuru,Matched,,Yes
MS/2512/02873,2025-12-25,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/9390,ORS Sachet,3004,pack,6,93,558.0,5,0.0,0.0,27.9,585.9,Card,Hubli,Matched,,Yes
MS/2507/02874,2025-07-05,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2507/5173,Glucose Strips,3822,box,38,543,20634.0,12,1238.04,1238.04,0.0,23110.08,Cash,Tumakuru,Matched,,Yes
MS/2501/02875,2025-01-19,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/6016,Cotton Roll,3005,pack,26,55,1430.0,5,35.75,35.75,0.0,1501.5,Credit,Mysuru,Matched,,Yes
MS/2504/02876,2025-04-26,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2504/5952,Cotton Roll,3005,pack,23,31,713.0,5,17.83,17.83,0.0,748.65,Credit,Mangaluru,Matched,,Yes
MS/2503/02877,2025-03-27,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/3767,Thermometer,9025,piece,9,613,5517.0,12,331.02,331.02,0.0,6179.04,Card,Mysuru,Matched,,Yes
MS/2508/02878,2025-08-11,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2508/5189,Amoxicillin 500mg,3004,box,19,195,3705.0,12,0.0,0.0,444.6,4149.6,NEFT,Mangaluru,Matched,,Yes
MS/2512/02879,2025-12-07,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/6252,Insulin Pen Needle,9018,box,42,484,20328.0,12,0.0,0.0,2439.36,22767.36,Cash,Tumakuru,Matched,,Yes
MS/2503/02880,2025-03-19,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/9745,Pulse Oximeter,9018,piece,33,980,32340.0,12,0.0,0.0,3880.8,36220.8,Card,Belagavi,Matched,,Yes
MS/2512/02881,2025-12-18,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/3416,Vitamin C Tablets,2106,bottle,20,164,3280.0,18,295.2,295.2,0.0,3870.4,NEFT,Tumakuru,Matched,,Yes
MS/2506/02882,2025-06-09,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2506/7230,Disposable Gloves,4015,box,37,469,17353.0,12,0.0,0.0,2082.36,19435.36,Cash,Mysuru,Matched,,Yes
MS/2504/02883,2025-04-13,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/3195,Insulin Pen Needle,9018,box,16,654,10464.0,12,0.0,0.0,1255.68,11719.68,Cash,Mangaluru,Matched,,Yes
MS/2504/02884,2025-04-06,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/4864,Ibuprofen 400mg,3004,box,24,226,5424.0,12,0.0,0.0,650.88,6074.88,NEFT,Mysuru,Matched,,Yes
MS/2505/02885,2025-05-14,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2505/2270,Ibuprofen 400mg,3004,box,45,151,6795.0,12,407.7,407.7,0.0,7610.4,UPI,Tumakuru,Matched,,Yes
MS/2507/02886,2025-07-07,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/7125,Face Shield,3926,piece,13,97,1261.0,18,0.0,0.0,226.98,1487.98,Cash,Hubli,Matched,,Yes
MS/2508/02887,2025-08-28,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2508/6420,Multivitamin Capsules,2106,bottle,9,365,3285.0,18,0.0,0.0,591.3,3876.3,Card,Mangaluru,Matched,,Yes
MS/2510/02888,2025-10-28,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/4930,Insulin Pen Needle,9018,box,13,384,4742.4,12,0.0,0.0,599.04,5870.59,Card,Hubli,Mismatch,Taxable / total amount mismatch,Yes
MS/2510/02889,2025-10-16,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2510/9237,Hand Sanitizer 500ml,3808,bottle,13,188,2444.0,18,219.96,219.96,0.0,2883.92,Card,Bangalore,Matched,,Yes
MS/2508/02890,2025-08-09,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2508/3901,Hand Sanitizer 500ml,3808,bottle,5,110,550.0,18,49.5,49.5,0.0,649.0,Cash,Hubli,Matched,,Yes
MS/2507/02891,2025-07-09,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2507/6440,Calcium Tablets,3004,box,45,77,3465.0,12,207.9,207.9,0.0,3880.8,Credit,Hubli,Matched,,Yes
MS/2509/02892,2025-09-18,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2509/7538,Insulin Pen Needle,9018,box,12,589,7068.0,12,0.0,0.0,848.16,7916.16,Credit,Mysuru,Matched,,Yes
MS/2506/02893,2025-06-15,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/5949,Multivitamin Capsules,2106,bottle,13,313,4069.0,18,0.0,0.0,732.42,4801.42,Card,Mysuru,Matched,,Yes
MS/2502/02894,2025-02-27,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/3239,Paracetamol 500mg,3004,box,30,150,4725.0,12,270.0,270.0,0.0,4788.0,NEFT,Hubli,Mismatch,Taxable / total amount mismatch,Yes
MS/2510/02895,2025-10-29,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/3007,Hand Sanitizer 500ml,3808,bottle,6,188,1128.0,18,0.0,0.0,203.04,1331.04,Cash,Bangalore,Matched,,Yes
MS/2512/02896,2025-12-08,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/5060,Calcium Tablets,3004,box,38,125,4750.0,12,0.0,0.0,570.0,5320.0,NEFT,Mangaluru,Matched,,Yes
MS/2503/02897,2025-03-01,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2503/1914,Insulin Pen Needle,9018,box,20,309,6180.0,12,0.0,0.0,741.6,6921.6,Card,Belagavi,Matched,,Yes
MS/2507/02898,2025-07-31,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2507/1296,Gauze Bandage,3005,pack,15,48,720.0,5,18.0,18.0,0.0,756.0,UPI,Belagavi,Matched,,Yes
